"date","series_id","value","realtime_start","realtime_end"
1982-12-01,"CPIAUCSL",3.82572,2025-07-24,2025-07-24
1983-01-01,"CPIAUCSL",3.70763,2025-07-24,2025-07-24
1983-02-01,"CPIAUCSL",3.48469,2025-07-24,2025-07-24
1983-03-01,"CPIAUCSL",3.59029,2025-07-24,2025-07-24
1983-04-01,"CPIAUCSL",4,2025-07-24,2025-07-24
1983-05-01,"CPIAUCSL",3.44108,2025-07-24,2025-07-24
1983-06-01,"CPIAUCSL",2.47423,2025-07-24,2025-07-24
1983-07-01,"CPIAUCSL",2.35897,2025-07-24,2025-07-24
1983-08-01,"CPIAUCSL",2.4565,2025-07-24,2025-07-24
1983-09-01,"CPIAUCSL",2.76356,2025-07-24,2025-07-24
1983-10-01,"CPIAUCSL",2.75229,2025-07-24,2025-07-24
1983-11-01,"CPIAUCSL",3.16327,2025-07-24,2025-07-24
1983-12-01,"CPIAUCSL",3.7871,2025-07-24,2025-07-24
1984-01-01,"CPIAUCSL",4.29009,2025-07-24,2025-07-24
1984-02-01,"CPIAUCSL",4.69388,2025-07-24,2025-07-24
1984-03-01,"CPIAUCSL",4.89297,2025-07-24,2025-07-24
1984-04-01,"CPIAUCSL",4.55466,2025-07-24,2025-07-24
1984-05-01,"CPIAUCSL",4.33468,2025-07-24,2025-07-24
1984-06-01,"CPIAUCSL",4.32596,2025-07-24,2025-07-24
1984-07-01,"CPIAUCSL",4.30862,2025-07-24,2025-07-24
1984-08-01,"CPIAUCSL",4.2957,2025-07-24,2025-07-24
1984-09-01,"CPIAUCSL",4.28287,2025-07-24,2025-07-24
1984-10-01,"CPIAUCSL",4.26587,2025-07-24,2025-07-24
1984-11-01,"CPIAUCSL",4.1543,2025-07-24,2025-07-24
1984-12-01,"CPIAUCSL",4.04339,2025-07-24,2025-07-24
1985-01-01,"CPIAUCSL",3.52595,2025-07-24,2025-07-24
1985-02-01,"CPIAUCSL",3.60624,2025-07-24,2025-07-24
1985-03-01,"CPIAUCSL",3.79009,2025-07-24,2025-07-24
1985-04-01,"CPIAUCSL",3.5818,2025-07-24,2025-07-24
1985-05-01,"CPIAUCSL",3.57488,2025-07-24,2025-07-24
1985-06-01,"CPIAUCSL",3.66442,2025-07-24,2025-07-24
1985-07-01,"CPIAUCSL",3.45821,2025-07-24,2025-07-24
1985-08-01,"CPIAUCSL",3.35249,2025-07-24,2025-07-24
1985-09-01,"CPIAUCSL",3.24737,2025-07-24,2025-07-24
1985-10-01,"CPIAUCSL",3.23501,2025-07-24,2025-07-24
1985-11-01,"CPIAUCSL",3.51377,2025-07-24,2025-07-24
1985-12-01,"CPIAUCSL",3.79147,2025-07-24,2025-07-24
1986-01-01,"CPIAUCSL",3.97351,2025-07-24,2025-07-24
1986-02-01,"CPIAUCSL",3.19849,2025-07-24,2025-07-24
1986-03-01,"CPIAUCSL",2.15356,2025-07-24,2025-07-24
1986-04-01,"CPIAUCSL",1.58879,2025-07-24,2025-07-24
1986-05-01,"CPIAUCSL",1.6791,2025-07-24,2025-07-24
1986-06-01,"CPIAUCSL",1.76744,2025-07-24,2025-07-24
1986-07-01,"CPIAUCSL",1.67131,2025-07-24,2025-07-24
1986-08-01,"CPIAUCSL",1.57553,2025-07-24,2025-07-24
1986-09-01,"CPIAUCSL",1.75763,2025-07-24,2025-07-24
1986-10-01,"CPIAUCSL",1.56682,2025-07-24,2025-07-24
1986-11-01,"CPIAUCSL",1.2844,2025-07-24,2025-07-24
1986-12-01,"CPIAUCSL",1.18721,2025-07-24,2025-07-24
1987-01-01,"CPIAUCSL",1.36488,2025-07-24,2025-07-24
1987-02-01,"CPIAUCSL",1.91431,2025-07-24,2025-07-24
1987-03-01,"CPIAUCSL",2.84143,2025-07-24,2025-07-24
1987-04-01,"CPIAUCSL",3.67985,2025-07-24,2025-07-24
1987-05-01,"CPIAUCSL",3.66972,2025-07-24,2025-07-24
1987-06-01,"CPIAUCSL",3.74771,2025-07-24,2025-07-24
1987-07-01,"CPIAUCSL",3.92694,2025-07-24,2025-07-24
1987-08-01,"CPIAUCSL",4.28832,2025-07-24,2025-07-24
1987-09-01,"CPIAUCSL",4.27273,2025-07-24,2025-07-24
1987-10-01,"CPIAUCSL",4.35572,2025-07-24,2025-07-24
1987-11-01,"CPIAUCSL",4.52899,2025-07-24,2025-07-24
1987-12-01,"CPIAUCSL",4.33213,2025-07-24,2025-07-24
1988-01-01,"CPIAUCSL",4.12926,2025-07-24,2025-07-24
1988-02-01,"CPIAUCSL",3.9356,2025-07-24,2025-07-24
1988-03-01,"CPIAUCSL",3.83244,2025-07-24,2025-07-24
1988-04-01,"CPIAUCSL",3.9929,2025-07-24,2025-07-24
1988-05-01,"CPIAUCSL",3.9823,2025-07-24,2025-07-24
1988-06-01,"CPIAUCSL",3.96476,2025-07-24,2025-07-24
1988-07-01,"CPIAUCSL",4.13005,2025-07-24,2025-07-24
1988-08-01,"CPIAUCSL",4.11199,2025-07-24,2025-07-24
1988-09-01,"CPIAUCSL",4.18483,2025-07-24,2025-07-24
1988-10-01,"CPIAUCSL",4.26087,2025-07-24,2025-07-24
1988-11-01,"CPIAUCSL",4.2461,2025-07-24,2025-07-24
1988-12-01,"CPIAUCSL",4.41176,2025-07-24,2025-07-24
1989-01-01,"CPIAUCSL",4.48276,2025-07-24,2025-07-24
1989-02-01,"CPIAUCSL",4.64716,2025-07-24,2025-07-24
1989-03-01,"CPIAUCSL",4.8927,2025-07-24,2025-07-24
1989-04-01,"CPIAUCSL",5.03413,2025-07-24,2025-07-24
1989-05-01,"CPIAUCSL",5.2766,2025-07-24,2025-07-24
1989-06-01,"CPIAUCSL",5.16949,2025-07-24,2025-07-24
1989-07-01,"CPIAUCSL",5.06329,2025-07-24,2025-07-24
1989-08-01,"CPIAUCSL",4.62185,2025-07-24,2025-07-24
1989-09-01,"CPIAUCSL",4.43515,2025-07-24,2025-07-24
1989-10-01,"CPIAUCSL",4.58716,2025-07-24,2025-07-24
1989-11-01,"CPIAUCSL",4.65503,2025-07-24,2025-07-24
1989-12-01,"CPIAUCSL",4.6396,2025-07-24,2025-07-24
1990-01-01,"CPIAUCSL",5.19802,2025-07-24,2025-07-24
1990-02-01,"CPIAUCSL",5.26316,2025-07-24,2025-07-24
1990-03-01,"CPIAUCSL",5.23732,2025-07-24,2025-07-24
1990-04-01,"CPIAUCSL",4.71162,2025-07-24,2025-07-24
1990-05-01,"CPIAUCSL",4.3654,2025-07-24,2025-07-24
1990-06-01,"CPIAUCSL",4.67365,2025-07-24,2025-07-24
1990-07-01,"CPIAUCSL",4.81928,2025-07-24,2025-07-24
1990-08-01,"CPIAUCSL",5.70281,2025-07-24,2025-07-24
1990-09-01,"CPIAUCSL",6.16987,2025-07-24,2025-07-24
1990-10-01,"CPIAUCSL",6.37959,2025-07-24,2025-07-24
1990-11-01,"CPIAUCSL",6.19539,2025-07-24,2025-07-24
1990-12-01,"CPIAUCSL",6.25495,2025-07-24,2025-07-24
1991-01-01,"CPIAUCSL",5.64706,2025-07-24,2025-07-24
1991-02-01,"CPIAUCSL",5.3125,2025-07-24,2025-07-24
1991-03-01,"CPIAUCSL",4.82115,2025-07-24,2025-07-24
1991-04-01,"CPIAUCSL",4.80993,2025-07-24,2025-07-24
1991-05-01,"CPIAUCSL",5.03486,2025-07-24,2025-07-24
1991-06-01,"CPIAUCSL",4.69592,2025-07-24,2025-07-24
1991-07-01,"CPIAUCSL",4.36782,2025-07-24,2025-07-24
1991-08-01,"CPIAUCSL",3.79939,2025-07-24,2025-07-24
1991-09-01,"CPIAUCSL",3.39623,2025-07-24,2025-07-24
1991-10-01,"CPIAUCSL",2.84858,2025-07-24,2025-07-24
1991-11-01,"CPIAUCSL",3.06657,2025-07-24,2025-07-24
1991-12-01,"CPIAUCSL",2.98063,2025-07-24,2025-07-24
1992-01-01,"CPIAUCSL",2.67261,2025-07-24,2025-07-24
1992-02-01,"CPIAUCSL",2.81899,2025-07-24,2025-07-24
1992-03-01,"CPIAUCSL",3.18991,2025-07-24,2025-07-24
1992-04-01,"CPIAUCSL",3.18283,2025-07-24,2025-07-24
1992-05-01,"CPIAUCSL",3.0236,2025-07-24,2025-07-24
1992-06-01,"CPIAUCSL",3.01471,2025-07-24,2025-07-24
1992-07-01,"CPIAUCSL",3.15712,2025-07-24,2025-07-24
1992-08-01,"CPIAUCSL",3.07467,2025-07-24,2025-07-24
1992-09-01,"CPIAUCSL",2.9927,2025-07-24,2025-07-24
1992-10-01,"CPIAUCSL",3.27988,2025-07-24,2025-07-24
1992-11-01,"CPIAUCSL",3.12046,2025-07-24,2025-07-24
1992-12-01,"CPIAUCSL",2.96671,2025-07-24,2025-07-24
1993-01-01,"CPIAUCSL",3.2538,2025-07-24,2025-07-24
1993-02-01,"CPIAUCSL",3.24675,2025-07-24,2025-07-24
1993-03-01,"CPIAUCSL",3.01941,2025-07-24,2025-07-24
1993-04-01,"CPIAUCSL",3.15638,2025-07-24,2025-07-24
1993-05-01,"CPIAUCSL",3.22119,2025-07-24,2025-07-24
1993-06-01,"CPIAUCSL",2.99786,2025-07-24,2025-07-24
1993-07-01,"CPIAUCSL",2.84698,2025-07-24,2025-07-24
1993-08-01,"CPIAUCSL",2.84091,2025-07-24,2025-07-24
1993-09-01,"CPIAUCSL",2.764,2025-07-24,2025-07-24
1993-10-01,"CPIAUCSL",2.75229,2025-07-24,2025-07-24
1993-11-01,"CPIAUCSL",2.74455,2025-07-24,2025-07-24
1993-12-01,"CPIAUCSL",2.81096,2025-07-24,2025-07-24
1994-01-01,"CPIAUCSL",2.45098,2025-07-24,2025-07-24
1994-02-01,"CPIAUCSL",2.51572,2025-07-24,2025-07-24
1994-03-01,"CPIAUCSL",2.65178,2025-07-24,2025-07-24
1994-04-01,"CPIAUCSL",2.36439,2025-07-24,2025-07-24
1994-05-01,"CPIAUCSL",2.28849,2025-07-24,2025-07-24
1994-06-01,"CPIAUCSL",2.4948,2025-07-24,2025-07-24
1994-07-01,"CPIAUCSL",2.69896,2025-07-24,2025-07-24
1994-08-01,"CPIAUCSL",2.90055,2025-07-24,2025-07-24
1994-09-01,"CPIAUCSL",2.96552,2025-07-24,2025-07-24
1994-10-01,"CPIAUCSL",2.60989,2025-07-24,2025-07-24
1994-11-01,"CPIAUCSL",2.60274,2025-07-24,2025-07-24
1994-12-01,"CPIAUCSL",2.5974,2025-07-24,2025-07-24
1995-01-01,"CPIAUCSL",2.87081,2025-07-24,2025-07-24
1995-02-01,"CPIAUCSL",2.86299,2025-07-24,2025-07-24
1995-03-01,"CPIAUCSL",2.78722,2025-07-24,2025-07-24
1995-04-01,"CPIAUCSL",3.125,2025-07-24,2025-07-24
1995-05-01,"CPIAUCSL",3.11864,2025-07-24,2025-07-24
1995-06-01,"CPIAUCSL",3.0426,2025-07-24,2025-07-24
1995-07-01,"CPIAUCSL",2.83019,2025-07-24,2025-07-24
1995-08-01,"CPIAUCSL",2.61745,2025-07-24,2025-07-24
1995-09-01,"CPIAUCSL",2.54521,2025-07-24,2025-07-24
1995-10-01,"CPIAUCSL",2.74431,2025-07-24,2025-07-24
1995-11-01,"CPIAUCSL",2.60347,2025-07-24,2025-07-24
1995-12-01,"CPIAUCSL",2.53165,2025-07-24,2025-07-24
1996-01-01,"CPIAUCSL",2.7907,2025-07-24,2025-07-24
1996-02-01,"CPIAUCSL",2.71703,2025-07-24,2025-07-24
1996-03-01,"CPIAUCSL",2.84392,2025-07-24,2025-07-24
1996-04-01,"CPIAUCSL",2.83267,2025-07-24,2025-07-24
1996-05-01,"CPIAUCSL",2.82709,2025-07-24,2025-07-24
1996-06-01,"CPIAUCSL",2.82152,2025-07-24,2025-07-24
1996-07-01,"CPIAUCSL",2.88336,2025-07-24,2025-07-24
1996-08-01,"CPIAUCSL",2.8123,2025-07-24,2025-07-24
1996-09-01,"CPIAUCSL",3.00457,2025-07-24,2025-07-24
1996-10-01,"CPIAUCSL",3.06189,2025-07-24,2025-07-24
1996-11-01,"CPIAUCSL",3.25309,2025-07-24,2025-07-24
1996-12-01,"CPIAUCSL",3.37882,2025-07-24,2025-07-24
1997-01-01,"CPIAUCSL",3.03814,2025-07-24,2025-07-24
1997-02-01,"CPIAUCSL",3.03226,2025-07-24,2025-07-24
1997-03-01,"CPIAUCSL",2.76527,2025-07-24,2025-07-24
1997-04-01,"CPIAUCSL",2.43434,2025-07-24,2025-07-24
1997-05-01,"CPIAUCSL",2.23785,2025-07-24,2025-07-24
1997-06-01,"CPIAUCSL",2.23357,2025-07-24,2025-07-24
1997-07-01,"CPIAUCSL",2.16561,2025-07-24,2025-07-24
1997-08-01,"CPIAUCSL",2.29008,2025-07-24,2025-07-24
1997-09-01,"CPIAUCSL",2.2194,2025-07-24,2025-07-24
1997-10-01,"CPIAUCSL",2.08597,2025-07-24,2025-07-24
1997-11-01,"CPIAUCSL",1.89036,2025-07-24,2025-07-24
1997-12-01,"CPIAUCSL",1.69705,2025-07-24,2025-07-24
1998-01-01,"CPIAUCSL",1.63112,2025-07-24,2025-07-24
1998-02-01,"CPIAUCSL",1.4402,2025-07-24,2025-07-24
1998-03-01,"CPIAUCSL",1.37672,2025-07-24,2025-07-24
1998-04-01,"CPIAUCSL",1.4384,2025-07-24,2025-07-24
1998-05-01,"CPIAUCSL",1.68856,2025-07-24,2025-07-24
1998-06-01,"CPIAUCSL",1.62297,2025-07-24,2025-07-24
1998-07-01,"CPIAUCSL",1.74564,2025-07-24,2025-07-24
1998-08-01,"CPIAUCSL",1.61692,2025-07-24,2025-07-24
1998-09-01,"CPIAUCSL",1.4268,2025-07-24,2025-07-24
1998-10-01,"CPIAUCSL",1.48607,2025-07-24,2025-07-24
1998-11-01,"CPIAUCSL",1.48423,2025-07-24,2025-07-24
1998-12-01,"CPIAUCSL",1.60692,2025-07-24,2025-07-24
1999-01-01,"CPIAUCSL",1.66667,2025-07-24,2025-07-24
1999-02-01,"CPIAUCSL",1.66667,2025-07-24,2025-07-24
1999-03-01,"CPIAUCSL",1.7284,2025-07-24,2025-07-24
1999-04-01,"CPIAUCSL",2.28113,2025-07-24,2025-07-24
1999-05-01,"CPIAUCSL",2.09102,2025-07-24,2025-07-24
1999-06-01,"CPIAUCSL",1.9656,2025-07-24,2025-07-24
1999-07-01,"CPIAUCSL",2.14461,2025-07-24,2025-07-24
1999-08-01,"CPIAUCSL",2.26438,2025-07-24,2025-07-24
1999-09-01,"CPIAUCSL",2.62997,2025-07-24,2025-07-24
1999-10-01,"CPIAUCSL",2.56254,2025-07-24,2025-07-24
1999-11-01,"CPIAUCSL",2.62035,2025-07-24,2025-07-24
1999-12-01,"CPIAUCSL",2.6764,2025-07-24,2025-07-24
2000-01-01,"CPIAUCSL",2.79296,2025-07-24,2025-07-24
2000-02-01,"CPIAUCSL",3.21797,2025-07-24,2025-07-24
2000-03-01,"CPIAUCSL",3.76214,2025-07-24,2025-07-24
2000-04-01,"CPIAUCSL",3.01386,2025-07-24,2025-07-24
2000-05-01,"CPIAUCSL",3.13253,2025-07-24,2025-07-24
2000-06-01,"CPIAUCSL",3.73494,2025-07-24,2025-07-24
2000-07-01,"CPIAUCSL",3.59928,2025-07-24,2025-07-24
2000-08-01,"CPIAUCSL",3.35129,2025-07-24,2025-07-24
2000-09-01,"CPIAUCSL",3.4565,2025-07-24,2025-07-24
2000-10-01,"CPIAUCSL",3.45033,2025-07-24,2025-07-24
2000-11-01,"CPIAUCSL",3.44418,2025-07-24,2025-07-24
2000-12-01,"CPIAUCSL",3.43602,2025-07-24,2025-07-24
2001-01-01,"CPIAUCSL",3.7212,2025-07-24,2025-07-24
2001-02-01,"CPIAUCSL",3.52941,2025-07-24,2025-07-24
2001-03-01,"CPIAUCSL",2.98246,2025-07-24,2025-07-24
2001-04-01,"CPIAUCSL",3.21826,2025-07-24,2025-07-24
2001-05-01,"CPIAUCSL",3.56308,2025-07-24,2025-07-24
2001-06-01,"CPIAUCSL",3.19396,2025-07-24,2025-07-24
2001-07-01,"CPIAUCSL",2.72148,2025-07-24,2025-07-24
2001-08-01,"CPIAUCSL",2.72148,2025-07-24,2025-07-24
2001-09-01,"CPIAUCSL",2.59217,2025-07-24,2025-07-24
2001-10-01,"CPIAUCSL",2.12766,2025-07-24,2025-07-24
2001-11-01,"CPIAUCSL",1.89437,2025-07-24,2025-07-24
2001-12-01,"CPIAUCSL",1.60367,2025-07-24,2025-07-24
2002-01-01,"CPIAUCSL",1.1959,2025-07-24,2025-07-24
2002-02-01,"CPIAUCSL",1.13636,2025-07-24,2025-07-24
2002-03-01,"CPIAUCSL",1.36286,2025-07-24,2025-07-24
2002-04-01,"CPIAUCSL",1.64399,2025-07-24,2025-07-24
2002-05-01,"CPIAUCSL",1.24083,2025-07-24,2025-07-24
2002-06-01,"CPIAUCSL",1.06922,2025-07-24,2025-07-24
2002-07-01,"CPIAUCSL",1.46561,2025-07-24,2025-07-24
2002-08-01,"CPIAUCSL",1.74746,2025-07-24,2025-07-24
2002-09-01,"CPIAUCSL",1.516,2025-07-24,2025-07-24
2002-10-01,"CPIAUCSL",2.02703,2025-07-24,2025-07-24
2002-11-01,"CPIAUCSL",2.25352,2025-07-24,2025-07-24
2002-12-01,"CPIAUCSL",2.48027,2025-07-24,2025-07-24
2003-01-01,"CPIAUCSL",2.75746,2025-07-24,2025-07-24
2003-02-01,"CPIAUCSL",3.14607,2025-07-24,2025-07-24
2003-03-01,"CPIAUCSL",3.02521,2025-07-24,2025-07-24
2003-04-01,"CPIAUCSL",2.17513,2025-07-24,2025-07-24
2003-05-01,"CPIAUCSL",1.89415,2025-07-24,2025-07-24
2003-06-01,"CPIAUCSL",1.94878,2025-07-24,2025-07-24
2003-07-01,"CPIAUCSL",2.05556,2025-07-24,2025-07-24
2003-08-01,"CPIAUCSL",2.21607,2025-07-24,2025-07-24
2003-09-01,"CPIAUCSL",2.37832,2025-07-24,2025-07-24
2003-10-01,"CPIAUCSL",2.04194,2025-07-24,2025-07-24
2003-11-01,"CPIAUCSL",1.92837,2025-07-24,2025-07-24
2003-12-01,"CPIAUCSL",2.0352,2025-07-24,2025-07-24
2004-01-01,"CPIAUCSL",2.02629,2025-07-24,2025-07-24
2004-02-01,"CPIAUCSL",1.68845,2025-07-24,2025-07-24
2004-03-01,"CPIAUCSL",1.74008,2025-07-24,2025-07-24
2004-04-01,"CPIAUCSL",2.29258,2025-07-24,2025-07-24
2004-05-01,"CPIAUCSL",2.89776,2025-07-24,2025-07-24
2004-06-01,"CPIAUCSL",3.16767,2025-07-24,2025-07-24
2004-07-01,"CPIAUCSL",2.93958,2025-07-24,2025-07-24
2004-08-01,"CPIAUCSL",2.54743,2025-07-24,2025-07-24
2004-09-01,"CPIAUCSL",2.53917,2025-07-24,2025-07-24
2004-10-01,"CPIAUCSL",3.19091,2025-07-24,2025-07-24
2004-11-01,"CPIAUCSL",3.62162,2025-07-24,2025-07-24
2004-12-01,"CPIAUCSL",3.34232,2025-07-24,2025-07-24
2005-01-01,"CPIAUCSL",2.84487,2025-07-24,2025-07-24
2005-02-01,"CPIAUCSL",3.05303,2025-07-24,2025-07-24
2005-03-01,"CPIAUCSL",3.20684,2025-07-24,2025-07-24
2005-04-01,"CPIAUCSL",3.36179,2025-07-24,2025-07-24
2005-05-01,"CPIAUCSL",2.86929,2025-07-24,2025-07-24
2005-06-01,"CPIAUCSL",2.54103,2025-07-24,2025-07-24
2005-07-01,"CPIAUCSL",3.06716,2025-07-24,2025-07-24
2005-08-01,"CPIAUCSL",3.64693,2025-07-24,2025-07-24
2005-09-01,"CPIAUCSL",4.74183,2025-07-24,2025-07-24
2005-10-01,"CPIAUCSL",4.3501,2025-07-24,2025-07-24
2005-11-01,"CPIAUCSL",3.33855,2025-07-24,2025-07-24
2005-12-01,"CPIAUCSL",3.33855,2025-07-24,2025-07-24
2006-01-01,"CPIAUCSL",4.01879,2025-07-24,2025-07-24
2006-02-01,"CPIAUCSL",3.63825,2025-07-24,2025-07-24
2006-03-01,"CPIAUCSL",3.41792,2025-07-24,2025-07-24
2006-04-01,"CPIAUCSL",3.61384,2025-07-24,2025-07-24
2006-05-01,"CPIAUCSL",3.97727,2025-07-24,2025-07-24
2006-06-01,"CPIAUCSL",4.18172,2025-07-24,2025-07-24
2006-07-01,"CPIAUCSL",4.10467,2025-07-24,2025-07-24
2006-08-01,"CPIAUCSL",3.92657,2025-07-24,2025-07-24
2006-09-01,"CPIAUCSL",2.01207,2025-07-24,2025-07-24
2006-10-01,"CPIAUCSL",1.40633,2025-07-24,2025-07-24
2006-11-01,"CPIAUCSL",1.9687,2025-07-24,2025-07-24
2006-12-01,"CPIAUCSL",2.52398,2025-07-24,2025-07-24
2007-01-01,"CPIAUCSL",2.07577,2025-07-24,2025-07-24
2007-02-01,"CPIAUCSL",2.42026,2025-07-24,2025-07-24
2007-03-01,"CPIAUCSL",2.7982,2025-07-24,2025-07-24
2007-04-01,"CPIAUCSL",2.59292,2025-07-24,2025-07-24
2007-05-01,"CPIAUCSL",2.70989,2025-07-24,2025-07-24
2007-06-01,"CPIAUCSL",2.69277,2025-07-24,2025-07-24
2007-07-01,"CPIAUCSL",2.31789,2025-07-24,2025-07-24
2007-08-01,"CPIAUCSL",1.89745,2025-07-24,2025-07-24
2007-09-01,"CPIAUCSL",2.83383,2025-07-24,2025-07-24
2007-10-01,"CPIAUCSL",3.6107,2025-07-24,2025-07-24
2007-11-01,"CPIAUCSL",4.37327,2025-07-24,2025-07-24
2007-12-01,"CPIAUCSL",4.10881,2025-07-24,2025-07-24
2008-01-01,"CPIAUCSL",4.2947,2025-07-24,2025-07-24
2008-02-01,"CPIAUCSL",4.14296,2025-07-24,2025-07-24
2008-03-01,"CPIAUCSL",3.9749,2025-07-24,2025-07-24
2008-04-01,"CPIAUCSL",3.90376,2025-07-24,2025-07-24
2008-05-01,"CPIAUCSL",4.08841,2025-07-24,2025-07-24
2008-06-01,"CPIAUCSL",4.93597,2025-07-24,2025-07-24
2008-07-01,"CPIAUCSL",5.49751,2025-07-24,2025-07-24
2008-08-01,"CPIAUCSL",5.30802,2025-07-24,2025-07-24
2008-09-01,"CPIAUCSL",4.95332,2025-07-24,2025-07-24
2008-10-01,"CPIAUCSL",3.73106,2025-07-24,2025-07-24
2008-11-01,"CPIAUCSL",1.09992,2025-07-24,2025-07-24
2008-12-01,"CPIAUCSL",-0.02223,2025-07-24,2025-07-24
2009-01-01,"CPIAUCSL",-0.11359,2025-07-24,2025-07-24
2009-02-01,"CPIAUCSL",0.00846,2025-07-24,2025-07-24
2009-03-01,"CPIAUCSL",-0.44648,2025-07-24,2025-07-24
2009-04-01,"CPIAUCSL",-0.57632,2025-07-24,2025-07-24
2009-05-01,"CPIAUCSL",-1.01576,2025-07-24,2025-07-24
2009-06-01,"CPIAUCSL",-1.22917,2025-07-24,2025-07-24
2009-07-01,"CPIAUCSL",-1.95876,2025-07-24,2025-07-24
2009-08-01,"CPIAUCSL",-1.48384,2025-07-24,2025-07-24
2009-09-01,"CPIAUCSL",-1.37794,2025-07-24,2025-07-24
2009-10-01,"CPIAUCSL",-0.22397,2025-07-24,2025-07-24
2009-11-01,"CPIAUCSL",1.91459,2025-07-24,2025-07-24
2009-12-01,"CPIAUCSL",2.81412,2025-07-24,2025-07-24
2010-01-01,"CPIAUCSL",2.62111,2025-07-24,2025-07-24
2010-02-01,"CPIAUCSL",2.15134,2025-07-24,2025-07-24
2010-03-01,"CPIAUCSL",2.28617,2025-07-24,2025-07-24
2010-04-01,"CPIAUCSL",2.20677,2025-07-24,2025-07-24
2010-05-01,"CPIAUCSL",2.00355,2025-07-24,2025-07-24
2010-06-01,"CPIAUCSL",1.12156,2025-07-24,2025-07-24
2010-07-01,"CPIAUCSL",1.34078,2025-07-24,2025-07-24
2010-08-01,"CPIAUCSL",1.15018,2025-07-24,2025-07-24
2010-09-01,"CPIAUCSL",1.11831,2025-07-24,2025-07-24
2010-10-01,"CPIAUCSL",1.1667,2025-07-24,2025-07-24
2010-11-01,"CPIAUCSL",1.08454,2025-07-24,2025-07-24
2010-12-01,"CPIAUCSL",1.43779,2025-07-24,2025-07-24
2011-01-01,"CPIAUCSL",1.70078,2025-07-24,2025-07-24
2011-02-01,"CPIAUCSL",2.1249,2025-07-24,2025-07-24
2011-03-01,"CPIAUCSL",2.61924,2025-07-24,2025-07-24
2011-04-01,"CPIAUCSL",3.07723,2025-07-24,2025-07-24
2011-05-01,"CPIAUCSL",3.45897,2025-07-24,2025-07-24
2011-06-01,"CPIAUCSL",3.50232,2025-07-24,2025-07-24
2011-07-01,"CPIAUCSL",3.57988,2025-07-24,2025-07-24
2011-08-01,"CPIAUCSL",3.755,2025-07-24,2025-07-24
2011-09-01,"CPIAUCSL",3.81262,2025-07-24,2025-07-24
2011-10-01,"CPIAUCSL",3.52227,2025-07-24,2025-07-24
2011-11-01,"CPIAUCSL",3.45143,2025-07-24,2025-07-24
2011-12-01,"CPIAUCSL",3.06207,2025-07-24,2025-07-24
2012-01-01,"CPIAUCSL",3.00877,2025-07-24,2025-07-24
2012-02-01,"CPIAUCSL",2.89818,2025-07-24,2025-07-24
2012-03-01,"CPIAUCSL",2.58288,2025-07-24,2025-07-24
2012-04-01,"CPIAUCSL",2.27316,2025-07-24,2025-07-24
2012-05-01,"CPIAUCSL",1.73794,2025-07-24,2025-07-24
2012-06-01,"CPIAUCSL",1.65387,2025-07-24,2025-07-24
2012-07-01,"CPIAUCSL",1.41751,2025-07-24,2025-07-24
2012-08-01,"CPIAUCSL",1.68593,2025-07-24,2025-07-24
2012-09-01,"CPIAUCSL",1.94972,2025-07-24,2025-07-24
2012-10-01,"CPIAUCSL",2.15568,2025-07-24,2025-07-24
2012-11-01,"CPIAUCSL",1.79602,2025-07-24,2025-07-24
2012-12-01,"CPIAUCSL",1.7595,2025-07-24,2025-07-24
2013-01-01,"CPIAUCSL",1.68406,2025-07-24,2025-07-24
2013-02-01,"CPIAUCSL",2.01814,2025-07-24,2025-07-24
2013-03-01,"CPIAUCSL",1.51875,2025-07-24,2025-07-24
2013-04-01,"CPIAUCSL",1.13881,2025-07-24,2025-07-24
2013-05-01,"CPIAUCSL",1.39039,2025-07-24,2025-07-24
2013-06-01,"CPIAUCSL",1.71579,2025-07-24,2025-07-24
2013-07-01,"CPIAUCSL",1.88547,2025-07-24,2025-07-24
2013-08-01,"CPIAUCSL",1.53881,2025-07-24,2025-07-24
2013-09-01,"CPIAUCSL",1.09473,2025-07-24,2025-07-24
2013-10-01,"CPIAUCSL",0.8768,2025-07-24,2025-07-24
2013-11-01,"CPIAUCSL",1.23287,2025-07-24,2025-07-24
2013-12-01,"CPIAUCSL",1.51284,2025-07-24,2025-07-24
2014-01-01,"CPIAUCSL",1.55776,2025-07-24,2025-07-24
2014-02-01,"CPIAUCSL",1.12047,2025-07-24,2025-07-24
2014-03-01,"CPIAUCSL",1.61269,2025-07-24,2025-07-24
2014-04-01,"CPIAUCSL",2.01513,2025-07-24,2025-07-24
2014-05-01,"CPIAUCSL",2.16695,2025-07-24,2025-07-24
2014-06-01,"CPIAUCSL",2.05898,2025-07-24,2025-07-24
2014-07-01,"CPIAUCSL",1.97424,2025-07-24,2025-07-24
2014-08-01,"CPIAUCSL",1.7151,2025-07-24,2025-07-24
2014-09-01,"CPIAUCSL",1.68405,2025-07-24,2025-07-24
2014-10-01,"CPIAUCSL",1.60954,2025-07-24,2025-07-24
2014-11-01,"CPIAUCSL",1.23152,2025-07-24,2025-07-24
2014-12-01,"CPIAUCSL",0.65312,2025-07-24,2025-07-24
2015-01-01,"CPIAUCSL",-0.22993,2025-07-24,2025-07-24
2015-02-01,"CPIAUCSL",-0.08703,2025-07-24,2025-07-24
2015-03-01,"CPIAUCSL",-0.02203,2025-07-24,2025-07-24
